,energy low [eV],energy high [eV],particle,cell,nuclide,score,mean,std. dev.
0,10000.0,50000.0,photon,52,total,flux,2.80519298267409e-05,3.3169467879784485e-07
1,50000.0,100000.0,photon,52,total,flux,0.0005157463387007055,1.5748919764050447e-06
2,100000.0,120000.0,photon,52,total,flux,0.0009985471268989172,3.452150220778367e-06
3,120000.0,140000.0,photon,52,total,flux,0.0016403808350570655,2.7215937978797316e-06
4,140000.0,160000.0,photon,52,total,flux,0.0019629495815752583,4.004663790898933e-06
5,160000.0,180000.0,photon,52,total,flux,0.002198763383589126,4.965361056945401e-06
6,180000.0,200000.0,photon,52,total,flux,0.0023517602320473384,5.502143998134053e-06
7,200000.0,220000.0,photon,52,total,flux,0.0025059389598857318,4.271743677650504e-06
8,220000.0,240000.0,photon,52,total,flux,0.002476356360332587,2.9565788646202456e-06
9,240000.0,260000.0,photon,52,total,flux,0.002394696012097905,3.238718497664508e-06
10,260000.0,280000.0,photon,52,total,flux,0.0023132211300675855,3.2206299946475947e-06
11,280000.0,300000.0,photon,52,total,flux,0.0022161195760038045,2.7710339941089624e-06
12,300000.0,320000.0,photon,52,total,flux,0.0021212359771707653,2.924903979798625e-06
13,320000.0,340000.0,photon,52,total,flux,0.0020386078297425147,3.221153104412791e-06
14,340000.0,360000.0,photon,52,total,flux,0.002063053487196879,2.853126122901348e-06
15,360000.0,380000.0,photon,52,total,flux,0.0019046269366561543,3.922801467619705e-06
16,380000.0,400000.0,photon,52,total,flux,0.001812854616029383,3.741525273669279e-06
17,400000.0,420000.0,photon,52,total,flux,0.001752451494565707,2.575327906491416e-06
18,420000.0,440000.0,photon,52,total,flux,0.0016930446296157292,3.266360739727223e-06
19,440000.0,460000.0,photon,52,total,flux,0.0016385908558892545,3.1395029227163463e-06
20,460000.0,480000.0,photon,52,total,flux,0.0015890034036342674,3.900871930201262e-06
21,480000.0,500000.0,photon,52,total,flux,0.0015393737647524904,3.55801621797627e-06
22,500000.0,525000.0,photon,52,total,flux,0.002566896833949838,4.343007710016819e-06
23,525000.0,550000.0,photon,52,total,flux,0.0017342997605153325,2.9617065138741865e-06
24,550000.0,575000.0,photon,52,total,flux,0.0016846658279458075,3.6479506789608997e-06
25,575000.0,600000.0,photon,52,total,flux,0.0016359087305833741,2.3466887234624196e-06
26,600000.0,625000.0,photon,52,total,flux,0.001588062608837414,2.4181299989577977e-06
27,625000.0,650000.0,photon,52,total,flux,0.0015493279606024815,2.0977468266857724e-06
28,650000.0,675000.0,photon,52,total,flux,0.0015184586351340078,2.8796581408902413e-06
29,675000.0,700000.0,photon,52,total,flux,0.0015519889643745718,2.599331490857746e-06
30,700000.0,725000.0,photon,52,total,flux,0.001450740100879738,3.652182618444336e-06
31,725000.0,750000.0,photon,52,total,flux,0.0014176584040638347,2.314445392552769e-06
32,750000.0,775000.0,photon,52,total,flux,0.0014026160243174163,3.1586430850632073e-06
33,775000.0,800000.0,photon,52,total,flux,0.0013953577071577979,3.02283664656139e-06
34,800000.0,825000.0,photon,52,total,flux,0.0015199592678470971,2.544970042590798e-06
35,825000.0,850000.0,photon,52,total,flux,0.017988796682413384,1.3080936057094668e-05
36,850000.0,875000.0,photon,52,total,flux,0.0005696805211540904,1.5120245422387254e-06
37,875000.0,900000.0,photon,52,total,flux,0.00042020556450011223,1.711610691000143e-06
38,900000.0,925000.0,photon,52,total,flux,0.0003763880003086942,2.158261428100143e-06
39,925000.0,950000.0,photon,52,total,flux,0.00036534195062353875,1.2628109152432248e-06
40,950000.0,975000.0,photon,52,total,flux,0.00036209629524820323,1.4852438806962995e-06
41,975000.0,1000000.0,photon,52,total,flux,0.00037457797282876266,6.614394693639772e-07
42,1000000.0,1050000.0,photon,52,total,flux,0.0009769520010074473,3.375002214647318e-06
43,1050000.0,1100000.0,photon,52,total,flux,0.0006523996791012718,1.8994452564265853e-06
44,1100000.0,1150000.0,photon,52,total,flux,0.0006747977035272937,2.2894891416907365e-06
45,1150000.0,1200000.0,photon,52,total,flux,0.0007083767498984868,2.8017144198311093e-06
46,1200000.0,1250000.0,photon,52,total,flux,0.00223657371232463,4.960773943570767e-06
47,1250000.0,1300000.0,photon,52,total,flux,0.0005565032021564396,1.980041570224858e-06
48,1300000.0,1350000.0,photon,52,total,flux,0.0005021130743177037,1.6631798857959346e-06
49,1350000.0,1400000.0,photon,52,total,flux,0.00048288699845315053,1.879777697946037e-06
50,1400000.0,1450000.0,photon,52,total,flux,0.001120756328066936,2.826002599756541e-06
51,1450000.0,1500000.0,photon,52,total,flux,0.0003613947939116695,1.1612907030377928e-06
52,1500000.0,1550000.0,photon,52,total,flux,0.00033938433728978375,1.7358819483090172e-06
53,1550000.0,1600000.0,photon,52,total,flux,0.00035238457888313285,1.6617227669031812e-06
54,1600000.0,1650000.0,photon,52,total,flux,0.00032994243867718654,1.4376735145573111e-06
55,1650000.0,1700000.0,photon,52,total,flux,0.000336436125787965,1.5787193550361444e-06
56,1700000.0,1750000.0,photon,52,total,flux,0.0003239779894991625,1.9088138817980233e-06
57,1750000.0,1800000.0,photon,52,total,flux,0.00045983160942902776,1.5094447691537803e-06
58,1800000.0,1850000.0,photon,52,total,flux,0.00153662910304153,2.1846808777236825e-06
59,1850000.0,1900000.0,photon,52,total,flux,0.00028432812042319917,1.6723878895109452e-06
60,1900000.0,1950000.0,photon,52,total,flux,0.0002310661310835801,1.1067349661368902e-06
61,1950000.0,2000000.0,photon,52,total,flux,0.0002476427266418251,1.2420089275638288e-06
62,2000000.0,2100000.0,photon,52,total,flux,0.0008294539687315642,1.8132684660224674e-06
63,2100000.0,2200000.0,photon,52,total,flux,0.0012666362235049977,3.935297524821671e-06
64,2200000.0,2300000.0,photon,52,total,flux,0.0008930138949397563,2.2938292141845747e-06
65,2300000.0,2400000.0,photon,52,total,flux,0.0003043234010291045,1.6888719685499285e-06
66,2400000.0,2500000.0,photon,52,total,flux,0.0003038540324579988,1.5569878829011486e-06
67,2500000.0,2600000.0,photon,52,total,flux,0.0010376764360954002,3.1441258684041833e-06
68,2600000.0,2700000.0,photon,52,total,flux,0.0004479992635800724,1.2703781375087546e-06
69,2700000.0,2800000.0,photon,52,total,flux,0.0004512407225914476,1.2112699180838117e-06
70,2800000.0,2900000.0,photon,52,total,flux,0.00019722374667300812,1.5839359412101578e-06
71,2900000.0,3000000.0,photon,52,total,flux,0.0004147623219028518,1.552018445631184e-06
72,3000000.0,3100000.0,photon,52,total,flux,0.0001929097894038467,1.208633869900017e-06
73,3100000.0,3200000.0,photon,52,total,flux,0.00021928351613085235,8.494095253127806e-07
74,3200000.0,3300000.0,photon,52,total,flux,0.0003784403782048535,1.3171967759117866e-06
75,3300000.0,3400000.0,photon,52,total,flux,0.00024969530356557564,9.631830302497631e-07
76,3400000.0,3500000.0,photon,52,total,flux,0.0003992033802149333,1.2624158111646472e-06
77,3500000.0,3600000.0,photon,52,total,flux,0.00029656279278696964,7.581620187690599e-07
78,3600000.0,3700000.0,photon,52,total,flux,0.0004413836681072717,1.920166327415158e-06
79,3700000.0,3800000.0,photon,52,total,flux,0.0001379611577765792,7.428349575822291e-07
80,3800000.0,3900000.0,photon,52,total,flux,0.00016772384860084809,9.039682887517619e-07
81,3900000.0,4000000.0,photon,52,total,flux,0.00012624171102102035,6.242673377232159e-07
82,4000000.0,4200000.0,photon,52,total,flux,0.00022081461365067284,7.318746177275206e-07
83,4200000.0,4400000.0,photon,52,total,flux,0.00019074371231879453,1.373943082282759e-06
84,4400000.0,4600000.0,photon,52,total,flux,0.00017099955730769345,1.1922219973815374e-06
85,4600000.0,4800000.0,photon,52,total,flux,0.0001479941362776377,9.82121971096564e-07
86,4800000.0,5000000.0,photon,52,total,flux,0.00013980010527586028,1.0999141169679397e-06
87,5000000.0,5200000.0,photon,52,total,flux,0.00011245824725028897,5.710462932175485e-07
88,5200000.0,5400000.0,photon,52,total,flux,9.33031878468325e-05,7.685447097515215e-07
89,5400000.0,5600000.0,photon,52,total,flux,8.012422155040593e-05,8.346371961468203e-07
90,5600000.0,5800000.0,photon,52,total,flux,6.733830148747172e-05,5.170554152017498e-07
91,5800000.0,6000000.0,photon,52,total,flux,5.569019512285966e-05,5.764446763961805e-07
92,6000000.0,6200000.0,photon,52,total,flux,6.060157329805959e-05,6.537959104305732e-07
93,6200000.0,6400000.0,photon,52,total,flux,4.167906290056246e-05,6.305641721901508e-07
94,6400000.0,6600000.0,photon,52,total,flux,3.8375482151106005e-05,4.466208456913314e-07
95,6600000.0,6800000.0,photon,52,total,flux,4.712655299750417e-05,6.044738952263074e-07
96,6800000.0,7000000.0,photon,52,total,flux,2.689850890625134e-05,3.5420432896645783e-07
97,7000000.0,7200000.0,photon,52,total,flux,2.703817394150126e-05,2.759290850226703e-07
98,7200000.0,7400000.0,photon,52,total,flux,1.8525441704202233e-05,3.9640061894814464e-07
99,7400000.0,7600000.0,photon,52,total,flux,1.6620658690716063e-05,3.4950229107738943e-07
100,7600000.0,7800000.0,photon,52,total,flux,5.321673268019495e-05,6.327040241321332e-07
101,7800000.0,8000000.0,photon,52,total,flux,4.028918765421783e-05,7.364826988244908e-07
102,8000000.0,8199999.999999999,photon,52,total,flux,9.65961713558274e-06,2.138874425517447e-07
103,8199999.999999999,8400000.0,photon,52,total,flux,8.670863594935696e-05,8.343480020573269e-07
104,8400000.0,8600000.0,photon,52,total,flux,6.095588583739126e-06,1.7698242132524846e-07
105,8600000.0,8800000.0,photon,52,total,flux,1.6726194802596318e-05,2.988788924979953e-07
106,8800000.0,9000000.0,photon,52,total,flux,3.5919971102562397e-06,1.4777041359992304e-07
107,9000000.0,9500000.0,photon,52,total,flux,1.2238373214450632e-05,2.487433430646922e-07
108,9500000.0,10000000.0,photon,52,total,flux,2.0168951644248952e-05,4.717999711300369e-07
109,10000000.0,10500000.0,photon,52,total,flux,2.949035562427957e-06,1.3021539011911823e-07
110,10500000.0,11000000.0,photon,52,total,flux,1.518193206547976e-06,8.701729805038102e-08
111,11000000.0,11500000.0,photon,52,total,flux,2.8082872934170643e-07,3.217568111550189e-08
112,11500000.0,12000000.0,photon,52,total,flux,1.767656359879847e-07,3.091316617238998e-08
113,12000000.0,12500000.0,photon,52,total,flux,1.6341604126938176e-07,3.702780822518191e-08
114,12500000.0,13000000.0,photon,52,total,flux,6.86165725764702e-08,2.075325393784785e-08
115,13000000.0,13500000.0,photon,52,total,flux,8.191931164408643e-08,2.4540598419032144e-08
116,13500000.0,14000000.0,photon,52,total,flux,3.027674462448745e-08,1.688520598109644e-08
117,14000000.0,15000000.0,photon,52,total,flux,5.595119849887476e-08,2.1543928813653183e-08
118,15000000.0,16000000.0,photon,52,total,flux,2.3252407117384485e-08,1.8146702918434722e-08
119,16000000.0,17000000.0,photon,52,total,flux,1.169122729973525e-08,7.858535998465868e-09
120,17000000.0,18000000.0,photon,52,total,flux,1.041881444560424e-08,6.9498218917774124e-09
121,18000000.0,19000000.0,photon,52,total,flux,5.02655267634804e-09,5.02655267634804e-09
