,energy low [eV],energy high [eV],particle,cell,nuclide,score,mean,std. dev.
0,1.00001e-05,0.100001,neutron,51,total,flux,0.0,0.0
1,0.100001,0.413994,neutron,51,total,flux,3.6025231175524775e-07,9.163158041676094e-08
2,0.413994,0.531579,neutron,51,total,flux,2.847760643618924e-07,1.0228422846452921e-07
3,0.531579,0.68256,neutron,51,total,flux,3.937659193245741e-07,7.204431541098818e-08
4,0.68256,0.876425,neutron,51,total,flux,5.864946429848336e-07,1.4435970836810864e-07
5,0.876425,1.123,neutron,51,total,flux,7.901930971736291e-07,9.958204026391034e-08
6,1.123,1.44,neutron,51,total,flux,1.3586270530999569e-06,1.3591180782095963e-07
7,1.44,1.85539,neutron,51,total,flux,1.5571005389632968e-06,1.6381707425298682e-07
8,1.85539,2.38237,neutron,51,total,flux,2.085604882998755e-06,1.1466165790048368e-07
9,2.38237,3.05902,neutron,51,total,flux,2.6554596897623292e-06,1.7695104263904096e-07
10,3.05902,3.92786,neutron,51,total,flux,3.7587766438832965e-06,3.143654401608039e-07
11,3.92786,5.04348,neutron,51,total,flux,5.22605099140724e-06,4.525167735198334e-07
12,5.04348,6.47595,neutron,51,total,flux,5.983097435177577e-06,3.828467164689288e-07
13,6.47595,8.31529,neutron,51,total,flux,6.650157016588962e-06,4.5520028596906454e-07
14,8.31529,10.677,neutron,51,total,flux,8.08222041985698e-06,3.9629130309489556e-07
15,10.677,13.7096,neutron,51,total,flux,9.928409962601522e-06,2.2444202280943714e-07
16,13.7096,17.6035,neutron,51,total,flux,1.187348935243028e-05,2.9425800008506957e-07
17,17.6035,22.6033,neutron,51,total,flux,1.4072558425849617e-05,5.621744983106707e-07
18,22.6033,29.0232,neutron,51,total,flux,1.5028308064286756e-05,5.706608625020336e-07
19,29.0232,37.2665,neutron,51,total,flux,1.9648670121700076e-05,7.177849067948842e-07
20,37.2665,47.8512,neutron,51,total,flux,2.170140952733658e-05,5.757582255364182e-07
21,47.8512,61.4421,neutron,51,total,flux,2.5400077060423964e-05,5.396568331569026e-07
22,61.4421,78.8932,neutron,51,total,flux,2.9824618544870296e-05,8.103452995707018e-07
23,78.8932,101.301,neutron,51,total,flux,3.386440191687386e-05,6.065120305681131e-07
24,101.301,130.073,neutron,51,total,flux,3.924880681751923e-05,8.045421934808268e-07
25,130.073,167.017,neutron,51,total,flux,4.5791296916454486e-05,7.347462586083627e-07
26,167.017,214.454,neutron,51,total,flux,5.377028384456212e-05,1.0657536355233246e-06
27,214.454,275.364,neutron,51,total,flux,6.131989520313344e-05,1.4080704407827366e-06
28,275.364,353.575,neutron,51,total,flux,6.857437312934304e-05,8.633701623799317e-07
29,353.575,453.999,neutron,51,total,flux,8.555791032405409e-05,5.604892940805555e-07
30,453.999,582.947,neutron,51,total,flux,0.00010540980596543364,1.5036237307674487e-06
31,582.947,748.518,neutron,51,total,flux,0.00012664567679404563,1.4032163745765153e-06
32,748.518,961.117,neutron,51,total,flux,0.00015610046203890822,1.5711324745386638e-06
33,961.117,1234.1,neutron,51,total,flux,0.00019856145471207213,1.3659766676422228e-06
34,1234.1,1584.61,neutron,51,total,flux,0.0002936592603473414,2.6753423508495704e-06
35,1584.61,2034.68,neutron,51,total,flux,0.00039287149178725565,2.7110866282446273e-06
36,2034.68,2248.67,neutron,51,total,flux,0.00018922837837114756,1.5194470072115062e-06
37,2248.67,2485.17,neutron,51,total,flux,0.00020715057109151354,1.8806333969652604e-06
38,2485.17,2612.59,neutron,51,total,flux,0.00011539047943575618,1.1184264054644105e-06
39,2612.59,2746.54,neutron,51,total,flux,0.00012897997341875938,1.7175569541978864e-06
40,2746.54,3035.39,neutron,51,total,flux,0.0002888534401430307,3.058516511765902e-06
41,3035.39,3354.63,neutron,51,total,flux,0.0003360315367278811,2.2606365148070946e-06
42,3354.63,3707.44,neutron,51,total,flux,0.0003790371033286245,2.5071011205148338e-06
43,3707.44,4307.42,neutron,51,total,flux,0.00048258757927439357,1.9752467925579085e-06
44,4307.42,5530.84,neutron,51,total,flux,0.0012505334921452114,4.770803284180448e-06
45,5530.84,7101.74,neutron,51,total,flux,0.0007337349495965164,4.865748028577731e-06
46,7101.74,9118.82,neutron,51,total,flux,0.000281423941430576,1.8559847772496607e-06
47,9118.82,10594.6,neutron,51,total,flux,0.00046698714255864114,2.9063407339302606e-06
48,10594.6,11708.8,neutron,51,total,flux,0.000372410147667372,1.3241035450096011e-06
49,11708.8,15034.4,neutron,51,total,flux,0.0008890760888358877,3.289640536698071e-06
50,15034.4,19304.5,neutron,51,total,flux,0.0009545622984830941,3.786120540178057e-06
51,19304.5,21874.9,neutron,51,total,flux,0.0008455587277991158,2.3762194414443568e-06
52,21874.9,23578.6,neutron,51,total,flux,0.0014882791451409946,5.854026984532332e-06
53,23578.6,24175.5,neutron,51,total,flux,0.00142347071106671,7.237579405752709e-06
54,24175.5,24787.5,neutron,51,total,flux,0.0027215925034846295,3.495443260549801e-06
55,24787.5,26058.4,neutron,51,total,flux,0.005134425923099857,5.331990873739316e-06
56,26058.4,27000.1,neutron,51,total,flux,0.0003842556589339043,1.8374882199125765e-06
57,27000.1,28501.1,neutron,51,total,flux,2.7824650274522837e-05,1.1219713333596581e-06
58,28501.1,31827.8,neutron,51,total,flux,0.00021526881617959023,1.8811875330813021e-06
59,31827.8,34306.7,neutron,51,total,flux,0.00041636563814441234,2.0636007891000175e-06
60,34306.7,40867.7,neutron,51,total,flux,0.001913584390871666,3.595470797973272e-06
61,40867.7,46309.2,neutron,51,total,flux,0.002122049771214766,6.665860985493099e-06
62,46309.2,52475.2,neutron,51,total,flux,0.002757996335926443,5.716537392292254e-06
63,52475.2,56562.2,neutron,51,total,flux,0.0014839586247984732,4.9004608484141205e-06
64,56562.2,67379.5,neutron,51,total,flux,0.006593730972904692,1.4196546246552422e-05
65,67379.5,72024.5,neutron,51,total,flux,0.005943279897618938,1.328543137731488e-05
66,72024.5,79498.7,neutron,51,total,flux,0.004191556864772112,8.377269241257e-06
67,79498.7,82503.4,neutron,51,total,flux,0.007650740797957643,9.423769327245346e-06
68,82503.4,86517.0,neutron,51,total,flux,0.00102307314244083,6.038310689205481e-06
69,86517.0,98036.5,neutron,51,total,flux,0.004232409832137842,7.84452959720757e-06
70,98036.5,111090.0,neutron,51,total,flux,0.007632051058995254,4.940967462674364e-06
71,111090.0,116786.0,neutron,51,total,flux,0.004665284346425932,7.19793340265723e-06
72,116786.0,122773.0,neutron,51,total,flux,0.0057407482845433745,1.4220132055529415e-05
73,122773.0,129068.0,neutron,51,total,flux,0.010118670217169936,1.0586151385930418e-05
74,129068.0,135686.0,neutron,51,total,flux,0.00701930642239897,1.2023176847728906e-05
75,135686.0,142642.0,neutron,51,total,flux,0.010814630707858803,1.2080002426894392e-05
76,142642.0,149956.0,neutron,51,total,flux,0.0015687283335200995,6.224514219064524e-06
