1e-5	9.04443e-8
1e-1	9.04443e-8
4.1399e-1	7.32545e-7
5.3158e-1	6.30942e-7
6.8256e-1	9.31552e-7
8.7642e-1	1.33432e-6
1.1254	1.85963e-6
1.445	2.52672e-6
1.8554	3.3579e-6
2.3824	4.3729e-6
3.059	5.59146e-6
3.9279	7.03547e-6
5.0435	8.72274e-6
6.476	1.06756e-5
8.3153	1.29153e-5
1.0677e1	1.54663e-5
1.371e1	1.8359e-5
1.7603e1	2.16116e-5
2.2603e1	2.52808e-5
2.9023e1	2.93951e-5
3.7267e1	3.40174e-5
4.7851e1	3.92064e-5
6.1442e1	4.50644e-5
7.8893e1	5.16991e-5
1.013e2	5.92609e-5
1.3007e2	6.79502e-5
1.6702e2	7.80538e-5
2.1445e2	8.97265e-5
2.7536e2	1.03406e-4
3.5358e2	1.16623e-4
4.54e2	1.3495e-4
5.8295e2	1.6897e-4
7.4852e2	2.03969e-4
9.6112e2	2.49491e-4
1.2341e3	3.00545e-4
1.5846e3	4.40995e-4
2.0347e3	5.68379e-4
2.2487e3	2.8623e-4
2.4852e3	3.09371e-4
2.6126e3	1.73661e-4
2.7465e3	1.88754e-4
3.0354e3	4.1287e-4
3.3546e3	4.69694e-4
3.7074e3	5.26175e-4
4.3074e3	6.963e-4
5.5308e3	1.59254e-3
7.1017e3	1.3182e-3
9.1188e3	4.19817e-4
1.0595e4	6.57089e-4
1.1709e4	5.6447e-4
1.5034e4	1.47677e-3
1.9305e4	1.59212e-3
2.1875e4	1.41268e-3
2.3579e4	2.19105e-3
2.4176e4	2.19921e-3
2.4788e4	4.22626e-3
2.6058e4	8.78096e-3
2.7e4	5.35734e-4
2.85e4	4.17473e-5
3.1828e4	2.7837e-4
3.4307e4	6.00856e-4
4.0868e4	2.69025e-3
4.6309e4	2.84484e-3
5.2475e4	4.17369e-3
5.6562e4	1.94443e-3
6.7379e4	8.70793e-3
7.2e4	8.87383e-3
7.95e4	7.13929e-3
8.25e4	1.06302e-2
8.6517e4	1.36448e-3
9.8037e4	5.42359e-3
1.1109e5	8.82498e-3
1.1679e5	5.83335e-3
1.2277e5	7.20847e-3
1.2907e5	1.54454e-2
1.3569e5	7.50883e-3
1.4264e5	1.6311e-2
1.4996e5	2.06198e-3
1.5764e5	5.28024e-3
1.6573e5	1.19526e-2
1.7422e5	1.39264e-2
1.8316e5	2.06055e-2
1.9255e5	1.1891e-2
2.0242e5	3.708e-3
2.128e5	7.98556e-3
2.2371e5	1.58488e-2
2.3518e5	7.9737e-3
2.4724e5	1.71977e-2
2.7324e5	3.33914e-2
2.8725e5	1.4934e-2
2.9452e5	7.03509e-3
2.972e5	4.79613e-3
2.985e5	2.83043e-3
3.0197e5	8.53734e-3
3.3373e5	6.69313e-2
3.6883e5	6.96611e-2
3.8774e5	4.32194e-2
4.0762e5	1.19604e-2
4.5049e5	3.3306e-2
4.9787e5	5.61327e-2
5.234e5	2.56796e-2
5.5023e5	2.76904e-2
5.7844e5	3.13488e-2
6.081e5	4.84929e-2
6.3928e5	6.9849e-2
6.7206e5	6.78011e-2
7.0651e5	4.83797e-2
7.4274e5	3.6786e-2
7.8082e5	2.36575e-2
8.2085e5	2.56427e-2
8.6294e5	3.31083e-2
9.0718e5	3.23569e-2
9.6164e5	5.05775e-2
1.0026e6	2.27579e-2
1.108e6	5.59328e-2
1.1648e6	3.38609e-2
1.2246e6	3.65039e-2
1.2873e6	2.02021e-2
1.3534e6	2.32205e-2
1.4227e6	2.17981e-2
1.4957e6	1.88647e-2
1.5724e6	1.99568e-2
1.653e6	1.88651e-2
1.7377e6	2.04857e-2
1.8268e6	1.81377e-2
1.9205e6	1.40751e-2
2.019e6	1.30544e-2
2.1225e6	1.28934e-2
2.2313e6	1.25373e-2
2.3069e6	8.68248e-3
2.3457e6	3.65767e-3
2.3653e6	2.51022e-3
2.3852e6	2.10345e-3
2.466e6	7.06941e-3
2.5924e6	8.25699e-3
2.7253e6	9.28834e-3
2.865e6	7.85267e-3
3.0119e6	7.05394e-3
3.1664e6	5.87584e-3
3.3287e6	5.39438e-3
3.6788e6	9.67151e-3
4.0657e6	7.75028e-3
4.4933e6	6.35645e-3
4.7237e6	2.64151e-3
4.9659e6	2.37549e-3
5.2205e6	2.12144e-3
5.4881e6	1.85407e-3
5.7695e6	1.62291e-3
6.0653e6	1.40665e-3
6.3763e6	1.22466e-3
6.5924e6	7.04621e-4
6.7032e6	3.23129e-4
7.0469e6	8.84296e-4
7.4082e6	7.48654e-4
7.788e6	6.22931e-4
8.1873e6	5.13166e-4
8.6071e6	4.16656e-4
9.0484e6	3.35218e-4
9.5123e6	2.61421e-4
1e7	2.0008e-4
1.0513e7	1.49595e-4
1.1052e7	1.0962e-4
1.1618e7	7.98319e-5
1.2214e7	5.76405e-5
1.2523e7	2.18843e-5
1.284e7	1.78667e-5
1.3499e7	2.78811e-5
1.384e7	1.01105e-5
1.4191e7	8.28299e-6
1.455e7	6.67456e-6
1.4918e7	5.39154e-6
1.5683e7	7.96964e-6
1.6487e7	5.24226e-6
1.6905e7	1.89745e-6
