,energy low [eV],energy high [eV],particle,surface,nuclide,score,mean,std. dev.
41,43999.99976158142,46000.00008940697,neutron,60,total,current,0.0005063,6.075542956988569e-06
42,46000.00008940697,48000.00041723251,neutron,60,total,current,0.0004917999999999999,7.230798326910178e-06
43,48000.00041723251,50000.00074505806,neutron,60,total,current,0.0005535,7.054155591643756e-06
44,50000.00074505806,52000.001072883606,neutron,60,total,current,0.0004987,1.080745627384639e-05
45,52000.001072883606,54000.00140070915,neutron,60,total,current,0.0002709,5.025380029852755e-06
46,54000.00140070915,56000.0017285347,neutron,60,total,current,0.00045910000000000005,7.124995126703264e-06
47,56000.0017285347,57999.998331069946,neutron,60,total,current,0.0005488000000000001,8.228406082993854e-06
48,57999.998331069946,59999.99865889549,neutron,60,total,current,0.0005926999999999999,8.18813504746707e-06
49,59999.99865889549,64999.99761581421,neutron,60,total,current,0.0015913,1.723629890666672e-05
50,64999.99761581421,70000.00029802322,neutron,60,total,current,0.0030239,1.805513161895312e-05
51,70000.00029802322,75000.00298023224,neutron,60,total,current,0.0027212,1.3968854243955748e-05
52,75000.00298023224,79999.99821186066,neutron,60,total,current,0.0016954999999999997,1.2491997438361914e-05
53,79999.99821186066,85000.00089406967,neutron,60,total,current,0.0049856,1.678504625487115e-05
54,85000.00089406967,90000.00357627869,neutron,60,total,current,0.0006390999999999999,4.9090619153667485e-06
55,90000.00357627869,94999.9988079071,neutron,60,total,current,0.0011227000000000001,8.735686705816675e-06
56,94999.9988079071,100000.00149011612,neutron,60,total,current,0.0011075,7.345822698045434e-06
57,100000.00149011612,104999.99672174454,neutron,60,total,current,0.0016386999999999999,8.158226931550302e-06
58,104999.99672174454,109999.99940395355,neutron,60,total,current,0.0019199,1.5583074864164543e-05
59,109999.99940395355,115000.00208616257,neutron,60,total,current,0.0021874,2.1931813523835713e-05
60,115000.00208616257,119999.99731779099,neutron,60,total,current,0.0025583,1.8654192260424715e-05
61,119999.99731779099,125000.0,neutron,60,total,current,0.003496,1.765030689062358e-05
62,125000.0,129999.99523162842,neutron,60,total,current,0.0049963,2.01489178093607e-05
63,129999.99523162842,135000.00536441803,neutron,60,total,current,0.0029315999999999995,1.452981608815349e-05
64,135000.00536441803,140000.00059604645,neutron,60,total,current,0.0079595,2.0847195388262456e-05
65,140000.00059604645,148570.0011253357,neutron,60,total,current,0.0006952000000000001,6.156839015813849e-06
66,148570.0011253357,157140.00165462494,neutron,60,total,current,0.0023307,1.1925742464659422e-05
67,157140.00165462494,165710.00218391418,neutron,60,total,current,0.005394899999999999,1.8521129075262578e-05
68,165710.00218391418,174290.0013923645,neutron,60,total,current,0.0059012,1.950942792030839e-05
69,174290.0013923645,182860.00192165375,neutron,60,total,current,0.008649899999999999,2.7604931121514115e-05
70,182860.00192165375,191430.002450943,neutron,60,total,current,0.007256100000011175,1.827168422228646e-05
71,191430.002450943,200000.00298023224,neutron,60,total,current,0.0012848999999999998,1.2149485585819484e-05
72,200000.00298023224,209999.99344348907,neutron,60,total,current,0.0030698,1.7004443863617168e-05
73,209999.99344348907,219999.9988079071,neutron,60,total,current,0.0082634,2.37080389554035e-05
74,219999.9988079071,230000.00417232513,neutron,60,total,current,0.0023206,1.0631400033232317e-05
75,230000.00417232513,239999.99463558197,neutron,60,total,current,0.0053503,1.5856334170726557e-05
76,239999.99463558197,250000.0,neutron,60,total,current,0.0055601999999999995,2.3888537465107924e-05
77,250000.0,259999.99046325684,neutron,60,total,current,0.004669900000000001,2.4669121499439982e-05
78,259999.99046325684,270000.01072883606,neutron,60,total,current,0.007092800000000001,3.7131238720075934e-05
79,270000.01072883606,280000.0011920929,neutron,60,total,current,0.009819199999999998,2.995062603692068e-05
80,280000.0011920929,289999.99165534973,neutron,60,total,current,0.0030797999999999997,1.948378242995316e-05
81,289999.99165534973,300000.01192092896,neutron,60,total,current,0.008221299999999997,2.3768817107061294e-05
82,300000.01192092896,319999.9928474426,neutron,60,total,current,0.0314411,5.959575861108511e-05
83,319999.9928474426,340000.0035762787,neutron,60,total,current,0.008805799999999999,3.65771027344404e-05
84,340000.0035762787,360000.01430511475,neutron,60,total,current,0.030525699999999996,7.142144869247756e-05
85,360000.01430511475,379999.9952316284,neutron,60,total,current,0.020522199999999997,3.669901603296766e-05
86,379999.9952316284,400000.0059604645,neutron,60,total,current,0.0047234,1.3810784835704398e-05
87,400000.0059604645,419999.98688697815,neutron,60,total,current,0.0053139,1.778729259269369e-05
88,419999.98688697815,439999.9976158142,neutron,60,total,current,0.0099057,2.8823620714768147e-05
89,439999.9976158142,460000.00834465027,neutron,60,total,current,0.007692200000000001,2.272776080281845e-05
90,460000.00834465027,479999.98927116394,neutron,60,total,current,0.0141267,3.37490905226328e-05
91,479999.98927116394,500000.0,neutron,60,total,current,0.0108559,4.39414888737782e-05
92,500000.0,550000.011920929,neutron,60,total,current,0.023291699999999995,4.138653833756688e-05
93,550000.011920929,600000.0238418579,neutron,60,total,current,0.0345058,6.516590792355705e-05
94,600000.0238418579,649999.9761581421,neutron,60,total,current,0.0645149,7.711469812311445e-05
95,649999.9761581421,699999.988079071,neutron,60,total,current,0.0360448,5.7846501862612165e-05
96,699999.988079071,750000.0,neutron,60,total,current,0.033174999999999996,3.846065810979466e-05
97,750000.0,800000.011920929,neutron,60,total,current,0.016673300000000002,2.616615710737642e-05
98,800000.011920929,850000.0238418579,neutron,60,total,current,0.0212526,6.035049479681355e-05
99,850000.0238418579,899999.9761581421,neutron,60,total,current,0.0233248,4.27306291395848e-05
100,899999.9761581421,949999.988079071,neutron,60,total,current,0.0245012,4.810701034602937e-05
101,949999.988079071,1000000.0,neutron,60,total,current,0.024122299999999996,3.839272211145681e-05
102,1000000.0,1100000.023841858,neutron,60,total,current,0.034416499999999996,7.689000079488077e-05
103,1100000.023841858,1200000.0476837158,neutron,60,total,current,0.0394982,7.485820670519564e-05
104,1200000.0476837158,1299999.9523162842,neutron,60,total,current,0.024804799999999995,6.569691350790008e-05
105,1299999.9523162842,1399999.976158142,neutron,60,total,current,0.0221569,5.387649456558371e-05
106,1399999.976158142,1500000.0,neutron,60,total,current,0.018168499999999997,3.2789649450960174e-05
107,1500000.0,1600000.023841858,neutron,60,total,current,0.018288199999999998,6.397756551244148e-05
108,1600000.023841858,1700000.0476837158,neutron,60,total,current,0.016894700000000002,3.348102281712984e-05
109,1700000.0476837158,1799999.9523162842,neutron,60,total,current,0.015870699999999998,2.90692850503837e-05
110,1799999.9523162842,1899999.976158142,neutron,60,total,current,0.013327099999999998,3.480723104951112e-05
111,1899999.976158142,2000000.0,neutron,60,total,current,0.0105319,2.3310202820926248e-05
112,2000000.0,2250000.0,neutron,60,total,current,0.024185900000000003,4.6453668674374705e-05
113,2250000.0,2500000.0,neutron,60,total,current,0.020374200000000002,3.890952468354274e-05
114,2500000.0,2750000.0,neutron,60,total,current,0.016674299999999996,4.934325350724025e-05
115,2750000.0,3000000.0,neutron,60,total,current,0.014359199999999999,1.489504018864997e-05
116,3000000.0,3250000.0,neutron,60,total,current,0.011375099999999999,2.8784814669559078e-05
117,3250000.0,3500000.0,neutron,60,total,current,0.013021099999999999,3.168155790221854e-05
118,3500000.0,3750000.0,neutron,60,total,current,0.012363166998454739,4.0772874061656e-05
119,3750000.0,4000000.0,neutron,60,total,current,0.010207899999999999,3.23376114008744e-05
120,4000000.0,4250000.0,neutron,60,total,current,0.008687799999999999,2.5792246897098713e-05
121,4250000.0,4500000.0,neutron,60,total,current,0.0070109000000000005,2.5230250802440665e-05
122,4500000.0,4750000.0,neutron,60,total,current,0.0038343,1.5110004044413417e-05
123,4750000.0,5000000.0,neutron,60,total,current,0.0034228999999999996,1.5803269703883427e-05
124,5000000.0,5500000.0,neutron,60,total,current,0.0056106,2.2476259079792982e-05
125,5500000.0,6000000.0,neutron,60,total,current,0.0043777,2.4776803667947344e-05
126,6000000.0,6500000.0,neutron,60,total,current,0.0030807999999999994,1.718901457973996e-05
127,6500000.0,7000000.0,neutron,60,total,current,0.0022957,1.0277321311183987e-05
128,7000000.0,7500000.0,neutron,60,total,current,0.0021628000000000003,1.8214646121547496e-05
129,7500000.0,8000000.0,neutron,60,total,current,0.0016925,1.6316487911857202e-05
130,8000000.0,8500000.0,neutron,60,total,current,0.0013484,8.746046725996552e-06
131,8500000.0,9000000.0,neutron,60,total,current,0.0010275,1.1792888629263129e-05
132,9000000.0,9500000.0,neutron,60,total,current,0.0007543999999999999,1.0557988023819668e-05
133,9500000.0,10000000.0,neutron,60,total,current,0.0006073999999999999,6.5679355796000574e-06
134,10000000.0,10500000.0,neutron,60,total,current,0.0004535999999999999,4.318435930854886e-06
135,10500000.0,11000000.0,neutron,60,total,current,0.0003272,4.3199794238192136e-06
136,11000000.0,12000000.0,neutron,60,total,current,0.0004123,5.25367596175416e-06
137,12000000.0,13000000.0,neutron,60,total,current,0.00017040000000000002,3.739280976634599e-06
138,13000000.0,14000000.0,neutron,60,total,current,0.0001057,1.5919938581679494e-06
139,14000000.0,15000000.0,neutron,60,total,current,4.339999999999999e-05,2.7292652653945005e-06
140,15000000.0,16000000.0,neutron,60,total,current,4.3e-05,1.955050439815352e-06
141,16000000.0,17000000.0,neutron,60,total,current,2.4400000000000004e-05,1.3432961119739853e-06
142,17000000.0,18000000.0,neutron,60,total,current,2.4699999999999997e-05,1.6058919293927895e-06
143,18000000.0,19000000.0,neutron,60,total,current,2.9500000000000002e-05,1.4999999999999926e-06
144,19000000.0,20000000.0,neutron,60,total,current,1.77e-05,1.5059142664101998e-06
