,energy low [eV],energy high [eV],particle,surface,nuclide,score,mean,std. dev.
114,2500000.0,2750000.0,neutron,60,total,current,0.018994,0.00013996983802077863
115,2750000.0,3000000.0,neutron,60,total,current,0.01606,0.00015292699783445144
116,3000000.0,3250000.0,neutron,60,total,current,0.012148,9.974188911609055e-05
117,3250000.0,3500000.0,neutron,60,total,current,0.013684000000000002,9.696734845642163e-05
118,3500000.0,3750000.0,neutron,60,total,current,0.012748,0.00011768885532057674
119,3750000.0,4000000.0,neutron,60,total,current,0.010542,0.00013017765638629168
120,4000000.0,4250000.0,neutron,60,total,current,0.009238,0.0001359885616104875
121,4250000.0,4500000.0,neutron,60,total,current,0.007312000000000002,9.26258903090934e-05
122,4500000.0,4750000.0,neutron,60,total,current,0.004074,0.00010422411749046653
123,4750000.0,5000000.0,neutron,60,total,current,0.0034960000000000004,7.836098802621213e-05
124,5000000.0,5500000.0,neutron,60,total,current,0.005804000000000001,0.00010531645434382468
125,5500000.0,6000000.0,neutron,60,total,current,0.004458,0.00010059600168771945
126,6000000.0,6500000.0,neutron,60,total,current,0.003102,7.873725646449512e-05
127,6500000.0,7000000.0,neutron,60,total,current,0.0022360000000000006,9.492921339374605e-05
128,7000000.0,7500000.0,neutron,60,total,current,0.00211,3.8557316642457944e-05
129,7500000.0,8000000.0,neutron,60,total,current,0.0018000000000000002,6.051629716218753e-05
130,8000000.0,8500000.0,neutron,60,total,current,0.0012660000000000002,3.7363083384538106e-05
131,8500000.0,9000000.0,neutron,60,total,current,0.0010120000000000003,4.057366414587373e-05
132,9000000.0,9500000.0,neutron,60,total,current,0.0008480000000000001,4.0353989201124e-05
133,9500000.0,10000000.0,neutron,60,total,current,0.0005540000000000001,2.6674998698323095e-05
134,10000000.0,10500000.0,neutron,60,total,current,0.0004440000000000001,3.409789827345163e-05
135,10500000.0,11000000.0,neutron,60,total,current,0.00037400000000000004,3.026549190084302e-05
136,11000000.0,12000000.0,neutron,60,total,current,0.00041600000000000003,3.081125335544358e-05
137,12000000.0,13000000.0,neutron,60,total,current,0.00016800000000000002,1.583245611605056e-05
138,13000000.0,14000000.0,neutron,60,total,current,9.800000000000002e-05,1.590248058916875e-05
139,14000000.0,15000000.0,neutron,60,total,current,5.6000000000000006e-05,1.0666666666666669e-05
140,15000000.0,16000000.0,neutron,60,total,current,4.8e-05,1.1234866364235145e-05
141,16000000.0,17000000.0,neutron,60,total,current,1.6000000000000003e-05,4.000000000000001e-06
142,17000000.0,18000000.0,neutron,60,total,current,3.4e-05,8.459051693633018e-06
143,18000000.0,19000000.0,neutron,60,total,current,3.6e-05,7.774602526460405e-06
144,19000000.0,20000000.0,neutron,60,total,current,2.4e-05,4.0000000000000015e-06
